CaseID,Activity,Timestamp,Resource
9,4,2010-10-28 11:44:25.273000+00:00,9
9,5,2010-11-08 13:42:25.008000+00:00,6
9,7,2010-11-08 14:17:20.902000+00:00,6
10,0,2010-10-26 08:47:33.327000+00:00,6
10,5,2010-10-26 10:23:24.830000+00:00,6
10,7,2010-10-26 10:27:17.766000+00:00,6
10,1,2010-10-26 13:52:17.181000+00:00,5
10,3,2010-10-28 09:46:00.571000+00:00,5
10,4,2010-10-28 11:46:25.048000+00:00,9
11,0,2010-10-26 09:03:01.924000+00:00,6
11,1,2010-10-26 13:52:41.293000+00:00,5
11,3,2010-10-28 09:46:26.703000+00:00,5
11,4,2010-10-28 11:47:04.666000+00:00,9
11,5,2010-11-04 10:36:38.175000+00:00,6
11,7,2010-11-04 10:36:57.035000+00:00,6
12,0,2010-10-26 13:28:43.424000+00:00,15
13,0,2010-10-27 06:59:50.876000+00:00,16
13,5,2010-10-27 07:04:29.967000+00:00,16
13,15,2010-10-27 07:20:34.229000+00:00,16
13,5,2010-11-01 07:42:39.946000+00:00,16
13,7,2010-11-01 07:43:32.894000+00:00,16
13,1,2010-11-04 10:39:31.978000+00:00,13
13,3,2010-11-04 12:18:12.405000+00:00,5
13,4,2010-11-04 12:52:36.812000+00:00,14
14,0,2010-10-27 07:27:51.856000+00:00,16
14,1,2010-11-04 10:23:25.112000+00:00,5
14,5,2010-11-04 14:03:15.752000+00:00,16
14,7,2010-11-04 14:03:49.437000+00:00,16
14,3,2010-11-26 08:30:16.271000+00:00,5
14,4,2010-12-02 06:40:21.413000+00:00,16
15,0,2010-11-01 09:37:56.964000+00:00,7
15,5,2010-11-02 09:38:19.621000+00:00,7
15,1,2010-11-02 09:41:42.166000+00:00,7
15,3,2010-11-02 09:42:47.991000+00:00,7
15,4,2010-11-03 07:46:54.881000+00:00,9
15,13,2010-11-03 09:06:27.156000+00:00,7
15,12,2010-11-03 09:06:46.745000+00:00,7
15,18,2010-11-03 09:07:03.160000+00:00,7
15,5,2010-11-03 09:07:47.559000+00:00,7
15,7,2010-11-03 09:08:13.786000+00:00,7
16,0,2010-11-01 10:22:55.945000+00:00,16
16,5,2010-11-01 10:25:03.686000+00:00,16
16,7,2010-11-01 10:25:43.152000+00:00,16
16,1,2010-11-01 10:45:22.431000+00:00,1
16,3,2010-11-01 11:39:19.161000+00:00,5
16,4,2010-11-03 07:45:12.305000+00:00,9
17,0,2010-11-01 11:16:04.360000+00:00,16
17,5,2010-11-01 11:19:33.758000+00:00,16
17,7,2010-11-01 11:21:48.593000+00:00,16
17,1,2010-11-01 11:40:15.155000+00:00,5
17,3,2010-11-01 11:52:53.315000+00:00,5
17,4,2010-11-03 07:46:13.204000+00:00,9
18,0,2010-11-01 11:46:24.892000+00:00,16
18,5,2010-11-01 11:46:55.737000+00:00,16
18,7,2010-11-01 11:47:52.420000+00:00,16
18,1,2010-11-04 09:29:40.881000+00:00,5
18,3,2010-11-09 10:20:01.131000+00:00,5
18,4,2010-11-11 11:53:21.394000+00:00,9
19,0,2010-11-01 12:55:26.056000+00:00,16
19,5,2010-11-01 12:56:49.019000+00:00,16
19,7,2010-11-01 12:59:17.587000+00:00,16
19,19,2010-11-01 13:08:01.278000+00:00,16
19,20,2010-11-01 13:21:05.870000+00:00,16
19,21,2010-11-01 13:22:02.839000+00:00,16
19,22,2010-11-01 13:22:22.753000+00:00,16
19,1,2010-11-09 07:47:01.792000+00:00,13
19,3,2010-11-09 12:04:41.176000+00:00,5
19,4,2010-11-11 11:54:27.065000+00:00,9
20,0,2010-11-01 14:05:27.606000+00:00,16
20,5,2010-11-01 14:05:48.091000+00:00,16
20,7,2010-11-01 14:06:29.816000+00:00,16
20,1,2010-11-01 14:06:53.096000+00:00,16
20,2,2010-12-02 09:03:09.970000+00:00,17
20,1,2010-12-02 09:03:48.065000+00:00,17
20,3,2010-12-02 09:04:10.288000+00:00,17
20,4,2010-12-02 09:10:12.758000+00:00,2
21,0,2010-11-02 06:32:35.409000+00:00,16
21,5,2010-11-02 06:33:03.163000+00:00,16
21,7,2010-11-02 06:33:46.468000+00:00,16
21,1,2010-11-04 09:16:16.748000+00:00,5
21,3,2010-11-04 10:34:39.983000+00:00,16
21,4,2010-11-04 16:04:13.689000+00:00,9
22,0,2010-11-02 11:42:19.582000+00:00,18
22,5,2010-11-02 11:45:03.277000+00:00,18
22,7,2010-11-02 11:46:01.076000+00:00,18
22,1,2010-11-04 09:01:23.772000+00:00,5
22,3,2010-11-04 14:27:23.404000+00:00,5
22,4,2010-11-11 11:52:39.426000+00:00,9
23,0,2010-11-03 06:29:21.044000+00:00,16
23,5,2010-11-03 06:29:43.407000+00:00,16
23,7,2010-11-03 06:34:41.207000+00:00,16
23,1,2010-11-03 06:43:45.093000+00:00,16
23,2,2010-11-03 06:52:15.597000+00:00,16
23,1,2010-11-04 09:25:04.170000+00:00,5
23,3,2010-11-11 13:56:32.965000+00:00,8
23,4,2010-11-16 09:06:20.910000+00:00,2
24,0,2010-11-03 06:58:51.869000+00:00,16
24,5,2010-11-03 06:59:55.594000+00:00,16
24,7,2010-11-03 07:00:44.893000+00:00,16
24,1,2010-11-04 09:20:57.159000+00:00,5
24,3,2010-11-11 13:38:59.844000+00:00,8
24,4,2010-11-16 09:20:22.813000+00:00,2
25,0,2010-11-03 07:28:13.934000+00:00,16
25,5,2010-11-03 07:29:04.356000+00:00,16
25,7,2010-11-03 07:29:32.087000+00:00,16
25,1,2010-11-04 09:26:39.061000+00:00,5
25,3,2010-11-11 13:57:37.754000+00:00,8
25,4,2010-11-16 09:07:03.744000+00:00,2
26,0,2010-11-03 09:57:52.384000+00:00,1
26,1,2010-11-03 09:59:58.965000+00:00,1
26,3,2010-11-03 10:00:23.028000+00:00,1
26,4,2010-11-03 10:00:57.724000+00:00,1
26,5,2010-11-09 13:33:13.103000+00:00,1
26,17,2010-11-09 13:33:55.830000+00:00,1
26,5,2010-11-09 13:34:28.410000+00:00,1
26,7,2010-11-09 13:34:55.347000+00:00,1
27,0,2010-11-04 07:33:20.405000+00:00,16
27,5,2010-11-04 07:33:48.717000+00:00,16
27,7,2010-11-04 07:34:22.793000+00:00,16
27,1,2010-11-04 09:33:02.334000+00:00,5
27,3,2010-11-04 10:51:09.059000+00:00,5
27,4,2010-11-04 12:46:12.386000+00:00,14
28,0,2010-11-04 09:42:56.993000+00:00,16
28,5,2010-11-04 09:44:29.599000+00:00,16
28,7,2010-11-04 09:45:04.398000+00:00,16
28,1,2010-11-04 10:24:06.515000+00:00,5
28,3,2010-11-04 10:30:38.645000+00:00,5
28,4,2010-11-04 12:38:23.965000+00:00,14
29,0,2010-11-04 10:33:28.141000+00:00,3
29,1,2010-11-04 13:01:34.394000+00:00,4
29,5,2010-11-04 13:59:41.086000+00:00,3
29,7,2010-11-04 14:01:20.367000+00:00,3
29,2,2010-11-04 14:14:32.442000+00:00,3
29,1,2010-11-04 14:51:18.204000+00:00,4
29,2,2010-11-05 07:25:01.081000+00:00,3
29,1,2010-11-05 08:34:08.144000+00:00,4
29,3,2010-11-11 14:04:26.194000+00:00,8
29,4,2010-11-16 09:09:08.525000+00:00,2
30,0,2010-11-04 10:45:14.018000+00:00,19
30,5,2010-11-04 10:45:48.226000+00:00,19
30,7,2010-11-04 10:46:07.945000+00:00,19
30,1,2010-11-18 09:35:48.552000+00:00,10
30,2,2010-11-18 09:40:05.522000+00:00,19
30,1,2010-11-18 09:44:34.458000+00:00,10
30,3,2010-11-24 10:14:28.576000+00:00,8
30,4,2010-11-30 08:26:54.924000+00:00,2
31,0,2010-11-04 10:46:41.738000+00:00,11
31,5,2010-11-04 10:49:30.047000+00:00,11
31,12,2010-11-04 10:56:08.505000+00:00,11
31,5,2010-11-04 10:58:11.677000+00:00,11
31,7,2010-11-04 10:58:44.612000+00:00,11
31,1,2010-11-04 13:03:18.938000+00:00,4
31,2,2010-11-04 13:50:14.865000+00:00,11
31,1,2010-11-04 14:41:35.618000+00:00,11
31,2,2010-11-04 14:44:28.309000+00:00,11
31,1,2010-11-16 12:28:40.803000+00:00,8
31,3,2010-11-17 12:45:24.748000+00:00,5
31,4,2010-11-22 13:06:25.987000+00:00,2
32,0,2010-11-04 13:30:42.541000+00:00,19
32,5,2010-11-04 13:31:21.178000+00:00,19
32,7,2010-11-04 13:31:40.155000+00:00,19
32,1,2010-11-18 10:31:22.936000+00:00,10
32,3,2010-11-22 11:08:49.070000+00:00,3
32,4,2010-11-30 08:15:04.106000+00:00,2
33,0,2010-11-04 14:18:33.535000+00:00,20
33,5,2010-11-04 14:21:59.690000+00:00,20
33,12,2010-11-10 13:20:21.653000+00:00,20
33,5,2010-11-10 13:21:06.822000+00:00,20
33,12,2010-11-10 13:25:50.320000+00:00,20
33,5,2010-11-10 13:26:38.744000+00:00,20
33,7,2010-11-10 13:28:05.476000+00:00,20
33,1,2010-11-11 12:20:04.142000+00:00,21
33,3,2010-11-17 12:41:03.018000+00:00,5
33,4,2010-11-30 07:56:13.703000+00:00,2
34,0,2010-11-04 14:18:51.161000+00:00,11
34,1,2010-11-09 07:41:47.429000+00:00,11
34,5,2010-11-09 07:58:12.628000+00:00,11
34,2,2010-11-16 11:26:36.800000+00:00,11
34,1,2010-11-16 12:56:09.421000+00:00,11
34,2,2010-11-16 12:56:45.290000+00:00,11
34,1,2010-11-17 12:43:42.511000+00:00,5
34,3,2010-11-22 07:30:48.002000+00:00,8
34,4,2010-11-30 08:02:53.720000+00:00,2
34,12,2010-12-20 11:38:27.652000+00:00,15
35,0,2010-11-04 14:37:39.639000+00:00,15
36,0,2010-11-05 07:58:23.197000+00:00,6
36,1,2010-11-05 08:39:29.677000+00:00,4
36,2,2010-11-05 10:22:11.329000+00:00,6
36,1,2010-11-09 14:45:27.109000+00:00,4
36,3,2010-11-12 14:02:26.576000+00:00,8
36,4,2010-11-16 09:29:07.375000+00:00,2
36,5,2010-11-18 11:24:28.715000+00:00,6
36,7,2010-11-18 11:24:43.413000+00:00,6
37,0,2010-11-05 08:26:50.492000+00:00,6
37,1,2010-11-05 08:36:28.810000+00:00,4
37,2,2010-11-05 08:43:41.331000+00:00,6
37,1,2010-11-09 14:46:11.084000+00:00,4
37,3,2010-11-12 13:58:23.296000+00:00,8
37,4,2010-11-16 09:27:07.150000+00:00,2
37,5,2010-11-16 15:09:30.900000+00:00,6
37,7,2010-11-16 15:12:49.284000+00:00,6
38,0,2010-11-05 10:42:28.549000+00:00,6
38,1,2010-11-09 14:56:48.464000+00:00,4
38,3,2010-11-12 13:48:36.475000+00:00,8
38,4,2010-11-16 09:23:00.561000+00:00,2
38,5,2010-11-17 11:06:19.161000+00:00,11
38,7,2010-11-17 11:06:46.426000+00:00,11
39,0,2010-11-05 13:30:08.159000+00:00,6
39,5,2010-11-05 13:31:07.966000+00:00,6
39,7,2010-11-05 13:31:35.445000+00:00,6
39,1,2010-11-09 14:44:17.788000+00:00,4
39,3,2010-11-12 14:00:18.957000+00:00,8
39,4,2010-11-16 09:25:26.201000+00:00,2
40,0,2010-11-05 14:19:40.640000+00:00,6
40,1,2010-11-09 14:43:08.091000+00:00,4
40,3,2010-11-12 13:46:48.754000+00:00,8
40,4,2010-11-16 09:26:34.559000+00:00,2
40,5,2010-11-18 13:45:48.314000+00:00,6
40,7,2010-11-18 13:46:07.723000+00:00,6
41,0,2010-11-08 08:18:09.532000+00:00,16
41,5,2010-11-08 08:18:29.688000+00:00,16
41,7,2010-11-08 08:18:55.857000+00:00,16
41,1,2010-11-09 07:13:59.914000+00:00,13
41,2,2010-11-29 13:58:20.142000+00:00,16
41,1,2010-11-29 14:05:45.486000+00:00,16
41,2,2010-12-10 07:26:07.397000+00:00,17
41,1,2010-12-10 07:27:33.436000+00:00,17
41,3,2010-12-10 07:28:24.637000+00:00,17
41,4,2010-12-10 07:28:35.351000+00:00,17
42,0,2010-11-08 08:42:06.196000+00:00,16
42,5,2010-11-08 08:42:23.986000+00:00,16
42,7,2010-11-08 08:43:14.965000+00:00,16
42,1,2010-11-24 10:31:26.888000+00:00,8
42,3,2010-11-29 13:50:55.327000+00:00,16
42,4,2010-11-29 14:41:08.959000+00:00,16
43,0,2010-11-08 08:58:52.315000+00:00,16
43,5,2010-11-08 08:59:08.857000+00:00,16
43,7,2010-11-08 08:59:43.904000+00:00,16
43,1,2010-11-25 14:51:46.498000+00:00,13
43,3,2010-12-01 09:14:30.086000+00:00,8
43,4,2010-12-03 12:34:06.358000+00:00,17
44,0,2010-11-08 09:25:51.042000+00:00,16
44,5,2010-11-08 09:26:14.161000+00:00,16
44,7,2010-11-08 09:26:42.087000+00:00,16
44,1,2010-11-26 07:56:40.517000+00:00,4
44,3,2010-11-26 14:42:09.276000+00:00,17
44,4,2010-11-26 14:47:51.848000+00:00,17
45,0,2010-11-08 09:47:19.211000+00:00,16
45,5,2010-11-08 09:47:36.538000+00:00,16
45,7,2010-11-08 09:48:12.243000+00:00,16
45,1,2010-11-09 09:23:46.696000+00:00,13
45,3,2010-11-12 13:50:12.389000+00:00,8
45,4,2010-11-16 09:27:45.067000+00:00,2
46,0,2010-11-08 11:44:00.430000+00:00,11
46,5,2010-11-08 11:46:16.023000+00:00,11
46,13,2010-11-08 11:46:56.586000+00:00,11
46,18,2010-11-08 11:47:12.538000+00:00,11
46,5,2010-11-08 11:47:34.348000+00:00,11
46,7,2010-11-08 11:49:11.529000+00:00,11
46,1,2010-11-09 11:13:20.418000+00:00,5
46,3,2010-11-12 08:02:49.872000+00:00,8
46,4,2010-11-16 09:21:50.718000+00:00,2
47,0,2010-11-08 12:51:30.397000+00:00,3
47,5,2010-11-09 07:46:13.771000+00:00,3
47,7,2010-11-09 07:47:00.517000+00:00,3
47,8,2010-11-09 11:03:37.792000+00:00,3
47,9,2010-11-09 11:56:25.059000+00:00,4
47,1,2010-11-09 14:57:15.740000+00:00,4
47,3,2010-11-12 13:56:31.497000+00:00,8
47,4,2010-11-16 09:26:00.772000+00:00,2
47,23,2010-12-03 12:08:59.345000+00:00,15
48,0,2010-11-09 06:57:04.484000+00:00,16
48,5,2010-11-09 06:57:33.991000+00:00,16
48,7,2010-11-09 07:01:14.050000+00:00,16
48,1,2010-11-09 10:30:54.690000+00:00,13
48,3,2010-11-12 08:00:02.359000+00:00,8
48,4,2010-11-16 09:21:07.769000+00:00,2
49,0,2010-11-09 07:46:13.078000+00:00,22
49,5,2010-11-09 07:49:59.813000+00:00,22
49,7,2010-11-09 07:51:09.549000+00:00,22
49,1,2010-11-09 13:23:14.328000+00:00,4
49,3,2010-11-12 13:52:24.857000+00:00,8
49,4,2010-11-16 09:28:14.641000+00:00,2
50,0,2010-11-09 08:38:24.169000+00:00,22
50,5,2010-11-09 08:39:15.034000+00:00,22
50,7,2010-11-09 08:43:28.490000+00:00,22
50,1,2010-11-09 13:24:44.350000+00:00,4
50,3,2010-11-12 13:54:10.595000+00:00,8
50,4,2010-11-16 09:23:37.090000+00:00,2
51,0,2010-11-09 14:00:48.543000+00:00,3
51,1,2010-11-09 15:01:52.270000+00:00,4
51,5,2010-11-09 15:02:46.641000+00:00,3
51,6,2010-11-09 15:04:00.213000+00:00,3
51,5,2010-11-09 15:04:24.683000+00:00,3
51,3,2010-11-12 14:04:23.485000+00:00,8
51,4,2010-11-16 09:22:26.674000+00:00,2
51,7,2010-12-08 10:54:32.200000+00:00,3
52,0,2010-11-09 15:09:47.500000+00:00,10
52,5,2010-11-09 15:10:15.497000+00:00,10
52,7,2010-11-09 15:10:33.992000+00:00,10
52,1,2010-11-16 12:34:40.273000+00:00,8
52,3,2010-11-22 07:28:28.030000+00:00,8
52,4,2010-11-30 08:01:21.356000+00:00,2
53,0,2010-11-10 10:21:33.057000+00:00,7
53,5,2010-11-11 13:13:35.775000+00:00,7
53,7,2010-11-11 13:14:13.332000+00:00,7
53,1,2010-11-11 13:32:50.573000+00:00,7
53,3,2010-11-11 13:33:20.077000+00:00,7
53,4,2010-11-11 13:33:31.895000+00:00,7
54,0,2010-11-11 14:05:22.193000+00:00,19
54,5,2010-11-11 14:06:10.159000+00:00,19
54,7,2010-11-11 14:06:32.510000+00:00,19
54,1,2010-11-16 12:32:33.837000+00:00,8
54,3,2010-11-22 07:26:54.898000+00:00,8
54,4,2010-11-30 07:59:53.407000+00:00,2
55,0,2010-11-18 08:19:56.129000+00:00,22
55,5,2010-11-18 08:24:17.458000+00:00,22
55,7,2010-11-18 08:25:18.636000+00:00,22
55,1,2010-11-19 15:22:08.685000+00:00,4
55,3,2010-11-24 10:33:38.008000+00:00,8
55,4,2010-11-30 08:28:28.886000+00:00,2
56,0,2010-11-19 08:08:14.971000+00:00,10
56,5,2010-11-19 08:12:32.973000+00:00,10
56,7,2010-11-19 08:12:51.630000+00:00,10
56,1,2010-11-19 08:13:40.046000+00:00,23
56,3,2010-11-23 11:47:07.717000+00:00,10
56,4,2010-11-30 08:25:07.358000+00:00,2
57,0,2010-11-19 09:27:47.282000+00:00,10
57,5,2010-11-19 09:30:03.931000+00:00,10
57,7,2010-11-19 09:30:25.507000+00:00,10
57,1,2010-11-19 09:33:50.591000+00:00,3
57,3,2010-11-23 11:48:10.035000+00:00,10
57,4,2010-11-23 11:48:54.429000+00:00,10
58,0,2010-11-19 09:30:32.551000+00:00,19
58,5,2010-11-19 09:31:15.981000+00:00,19
58,7,2010-11-19 09:31:45.859000+00:00,19
58,1,2010-11-19 13:02:07.406000+00:00,10
58,3,2010-11-24 10:23:03.928000+00:00,8
58,4,2010-11-30 08:29:49.304000+00:00,2
59,0,2010-11-23 08:16:35.832000+00:00,10
59,1,2010-11-23 08:18:53.915000+00:00,10
59,3,2010-11-23 08:19:10.039000+00:00,10
59,4,2010-11-23 08:24:11.612000+00:00,10
59,5,2010-11-23 08:25:26.571000+00:00,10
59,7,2010-11-23 08:27:57.790000+00:00,10
60,0,2010-11-23 10:34:13.017000+00:00,24
60,1,2010-11-26 07:57:47.280000+00:00,4
60,3,2010-11-30 09:23:33.230000+00:00,24
60,4,2010-12-06 14:17:29.108000+00:00,2
60,5,2011-04-27 10:00:24.623000+00:00,24
60,7,2011-04-27 10:00:46.956000+00:00,24
61,0,2010-11-23 11:19:41.441000+00:00,24
61,1,2010-11-26 08:00:46.351000+00:00,4
61,3,2010-11-30 07:21:40.981000+00:00,24
61,2,2011-02-07 09:04:23.135000+00:00,15
61,5,2011-02-07 09:04:23.862000+00:00,15
62,0,2010-11-23 11:25:37.551000+00:00,24
62,1,2010-11-26 07:58:13.474000+00:00,4
62,3,2010-11-30 07:39:05.866000+00:00,24
62,5,2010-11-30 07:40:11.604000+00:00,24
62,7,2010-11-30 07:40:35.638000+00:00,24
62,4,2010-12-06 14:16:35.712000+00:00,2
63,0,2010-11-23 11:36:04.005000+00:00,24
63,5,2010-11-24 10:41:40.604000+00:00,24
63,7,2010-11-24 10:42:11.894000+00:00,24
63,1,2010-11-26 07:58:36.790000+00:00,4
63,3,2010-11-30 07:55:50.262000+00:00,24
63,4,2010-12-06 14:17:13.976000+00:00,2
64,0,2010-11-23 11:58:39.850000+00:00,6
64,5,2010-11-23 12:02:43.993000+00:00,6
64,7,2010-11-23 12:03:09.100000+00:00,6
64,1,2010-11-26 07:57:14.441000+00:00,4
64,3,2010-11-26 09:09:50.090000+00:00,10
64,4,2010-11-30 09:02:41.089000+00:00,2
65,0,2010-11-23 14:37:51.505000+00:00,15
66,0,2010-11-23 14:47:49.945000+00:00,15
67,0,2010-11-23 14:48:25.571000+00:00,15
68,0,2010-11-23 14:58:38.429000+00:00,15
69,0,2010-11-23 14:59:06.988000+00:00,1
69,1,2010-11-23 15:08:15.596000+00:00,1
69,3,2010-11-25 09:16:49.103000+00:00,8
69,4,2010-11-30 08:46:14.548000+00:00,2
69,5,2010-11-30 12:58:39.431000+00:00,10
69,7,2010-11-30 12:58:56.702000+00:00,10
70,0,2010-11-23 14:59:11.872000+00:00,15
71,0,2010-11-24 15:02:24.377000+00:00,10
71,1,2010-11-24 15:02:37.600000+00:00,10
71,3,2010-11-24 15:02:47.233000+00:00,10
71,5,2010-11-24 15:02:59.904000+00:00,10
71,7,2010-11-24 15:03:16.770000+00:00,10
71,4,2010-11-24 15:26:00.225000+00:00,10
72,0,2010-11-25 07:59:33.164000+00:00,25
72,1,2010-11-25 08:01:56.987000+00:00,10
72,2,2010-11-25 08:07:20.020000+00:00,25
72,1,2010-11-25 08:07:47.085000+00:00,25
72,3,2010-11-25 08:08:09.843000+00:00,25
72,5,2010-11-25 08:08:35.547000+00:00,25
72,7,2010-11-25 08:08:59.165000+00:00,25
72,4,2010-11-30 08:31:08.264000+00:00,2
73,0,2010-11-25 08:01:06.997000+00:00,1
73,1,2010-11-25 08:09:53.721000+00:00,1
73,3,2010-11-25 09:24:54.306000+00:00,1
73,4,2010-11-30 08:32:31.628000+00:00,2
73,5,2011-04-04 11:48:49.776000+00:00,1
73,6,2011-04-04 11:51:48.317000+00:00,1
73,5,2011-04-04 11:52:20.251000+00:00,1
73,7,2011-04-04 11:54:21.379000+00:00,1
74,0,2010-11-25 14:19:58.537000+00:00,16
74,5,2010-11-25 14:24:57.419000+00:00,16
74,7,2010-11-25 14:31:09.270000+00:00,16
74,1,2010-11-26 08:29:43.743000+00:00,5
74,2,2010-11-29 07:04:51.772000+00:00,16
74,1,2010-11-30 06:53:13.904000+00:00,16
74,3,2010-12-09 12:38:51.711000+00:00,16
74,4,2010-12-10 08:11:23.508000+00:00,26
75,0,2010-11-25 15:15:12.031000+00:00,17
75,5,2010-11-25 15:15:42.738000+00:00,17
75,7,2010-11-25 15:16:29.698000+00:00,17
75,1,2010-11-30 08:09:54.177000+00:00,16
75,3,2010-11-30 08:10:50.238000+00:00,16
75,4,2010-11-30 08:11:11.593000+00:00,16
76,0,2010-11-25 15:26:23.142000+00:00,17
76,5,2010-11-25 15:26:41.545000+00:00,17
76,7,2010-11-25 15:27:03.105000+00:00,17
76,1,2010-11-30 10:15:10.421000+00:00,17
76,3,2010-11-30 10:33:21.851000+00:00,17
76,4,2010-11-30 11:26:33.377000+00:00,16
77,0,2010-11-25 15:35:43.970000+00:00,17
77,5,2010-11-25 15:35:59.878000+00:00,17
77,7,2010-11-25 15:36:17.475000+00:00,17
77,1,2010-11-25 16:36:52.317000+00:00,13
77,3,2010-11-30 11:01:22.599000+00:00,17
77,4,2010-12-06 14:18:46.819000+00:00,2
78,0,2010-11-26 10:50:26.184000+00:00,3
78,5,2010-11-26 10:53:55.563000+00:00,3
78,7,2010-11-26 10:54:25.036000+00:00,3
78,1,2010-11-26 13:23:11.333000+00:00,6
78,3,2010-12-03 10:40:19.957000+00:00,3
78,4,2010-12-06 13:38:19.085000+00:00,2
79,0,2010-11-29 13:13:38.573000+00:00,10
79,1,2010-11-29 13:15:30.723000+00:00,10
79,3,2010-11-29 13:15:43.456000+00:00,10
79,5,2010-11-29 13:17:11.457000+00:00,10
79,7,2010-11-29 13:29:07.956000+00:00,10
79,4,2010-11-30 09:17:33.827000+00:00,2
80,0,2010-11-30 07:24:42.997000+00:00,16
80,5,2010-11-30 07:25:31.275000+00:00,16
80,5,2010-11-30 07:26:34.330000+00:00,16
